R,F,M,C
16.2,5,74.95,0.01819284
12.4,3,201.34,0.0
10.53,2,41.94,0.0
11.5,2,75.36,0.0
11.6,2,59.98,0.0
9.37,2,152.24,0.0
16.2,2,63.54,0.0
16.17,2,59.74,0.0
12.57,2,19.18,0.0
9.03,2,43.2,0.0
13.63,2,49.06,0.0
8.97,4,69.05,0.0
8.9,2,44.56,0.0
16.47,2,30.98,0.0833742
8.4,2,91.97,0.0
15.87,2,5.98,0.0
15.1,2,17.18,0.0
16.37,2,20.1,0.0
13.17,2,19.14,0.0
9.7,2,43.9,0.0
12.1,2,67.98,0.0
15.63,3,101.96,0.0
15.6,2,104.98,0.0
14.4,3,128.32,0.0
14.3,2,63.65,0.0
11.07,2,59.08,0.0
12.83,2,89.42,0.0
16.2,2,69.98,0.0
12.13,2,25.17,0.0
9.23,2,239.96,0.0
13.6,3,221.94,0.0370413
14.0,2,25.98,0.0
10.57,4,135.05,0.041710125
15.87,2,163.98,0.0
12.33,2,80.75,0.0
13.5,2,109.98,0.009168
16.9,2,62.98,0.0
9.93,2,41.98,0.0
10.57,2,25.98,0.0
11.47,2,73.98,0.0
8.67,2,231.98,0.0
16.77,2,94.9,0.0
11.43,2,42.86,0.0
13.2,3,63.97,0.0
12.7,2,85.98,0.0
16.1,2,35.17,0.0
12.23,3,52.82,0.0
9.0,2,54.98,0.0
9.7,2,27.96,0.0
10.7,4,172.45,0.0
16.77,2,53.88,0.0
12.57,2,261.16,0.0
10.4,2,102.98,0.0
10.83,4,60.96,0.0
13.67,2,121.97,0.0
9.0,2,271.99,0.0
13.33,2,129.96,0.0
13.03,2,60.82,0.0
15.43,2,103.98,0.1000092
15.9,4,342.06,0.0
10.13,2,63.98,0.0
12.33,2,49.7,0.0
12.17,2,0.0,0.0
9.63,2,57.98,0.0454688
14.5,2,99.18,0.0
15.6,4,54.94,0.0
12.57,2,82.4,0.0
11.7,2,63.72,0.0
8.3,2,111.01,0.0
11.73,2,39.93,0.0
8.83,2,52.24,0.0
9.3,5,127.27,0.0
12.17,2,39.5,0.0
12.1,2,23.1,0.0
10.03,2,179.98,0.050005
11.7,2,30.28,0.0
15.23,2,36.97,0.0
16.2,2,72.86,0.0
9.17,2,71.97,0.11910435
10.57,3,151.97,0.0
12.9,2,69.34,0.0
12.3,2,52.13,0.0
13.13,2,59.28,0.0
11.93,2,59.3,0.0
13.87,2,18.98,0.0
13.17,2,65.22,0.0
14.97,2,56.78,0.0
14.83,2,94.41,0.0
11.87,2,45.66,0.0
13.23,2,51.46,0.0
14.7,2,144.64,0.0
11.0,2,78.89,0.0
8.97,2,44.5,0.0
15.87,2,54.98,0.0
14.2,2,75.58,0.0
14.07,2,282.66,0.0
12.27,2,11.99,0.0
8.13,2,42.07,0.0
13.77,2,60.96,0.0
13.3,2,41.67,0.0
14.97,3,179.13,0.03165583333
11.6,2,119.98,0.0
8.93,3,199.22,0.0
15.97,2,99.98,0.0
11.97,3,82.85,0.0
8.5,2,18.92,0.0
12.0,4,141.28,0.0
10.33,3,92.97,0.0
11.83,2,119.98,0.02830635
14.63,2,23.98,0.0
11.47,2,128.65,0.0864461
13.93,2,319.98,0.0
14.6,2,50.09,0.0
11.97,2,183.91,0.0
12.03,2,31.98,0.0
8.47,2,101.97,0.0
8.63,2,79.92,0.0
9.17,2,102.98,0.0
10.83,2,263.98,0.0
16.8,2,32.32,0.0
11.7,2,41.94,0.0
13.53,2,105.54,0.0
14.77,2,66.54,0.0
16.5,2,37.37,0.0
13.47,2,27.98,0.0
17.07,2,331.98,0.0
15.87,3,104.97,0.0
8.3,2,27.97,0.0
14.77,2,53.46,0.0
14.17,4,95.89,0.0
11.07,2,28.46,0.0
15.47,2,155.95,0.0
16.0,2,76.97,0.02381825
14.8,2,35.64,0.0
10.67,2,51.96,0.0
11.8,2,115.96,0.0
9.1,2,69.98,0.0909327
14.7,2,39.19,0.0
15.33,2,288.68,0.0
11.9,2,128.36,0.0229951
16.43,2,39.98,0.0
15.07,2,79.98,0.0
15.17,2,256.74,0.0
16.23,3,121.33,0.0
12.63,2,33.98,0.1053186
8.9,2,27.35,0.11761005
14.63,2,313.8,0.0
13.37,4,265.37,0.0
15.7,2,19.98,0.0
14.33,2,71.28,0.0
14.33,4,106.22,0.0
16.53,2,59.98,0.0
16.0,2,190.81,0.0
13.3,2,62.42,0.0
11.4,2,67.92,0.0
12.47,2,93.97,0.0454821
16.6,2,137.87,0.0
12.17,3,180.96,0.0
15.6,2,54.58,0.0
16.0,2,15.98,0.0
16.4,2,65.98,0.0
12.4,3,318.84,0.0
14.03,2,45.98,0.0
15.27,2,66.59,0.0
10.6,2,364.28,0.0
12.03,2,115.98,0.02830635
8.47,2,17.98,0.0
9.43,2,59.24,0.0
10.17,2,73.14,0.0
10.63,3,101.83,0.0
16.1,2,134.62,0.08332560000000001
13.63,2,256.97,0.05102735
8.13,2,41.94,0.0
8.57,2,100.94,0.0
11.03,2,224.88,0.0
9.9,3,25.96,0.0
12.5,2,186.97,0.0
16.9,2,176.97,0.0
9.07,2,374.97,0.04541735
9.43,2,49.97,0.0
13.5,4,159.5,0.0
15.5,2,37.98,0.0
15.3,2,309.98,0.0
15.83,2,373.29,0.0
13.73,2,32.94,0.0455298
9.6,2,37.09,0.02081165
9.87,2,61.96,0.045481199999999986
16.2,3,63.27,0.0
10.83,3,32.79,0.0
13.97,2,74.97,0.0
11.53,2,66.16,0.0
8.4,3,83.97,0.0
10.9,5,59.36,0.0
15.93,2,115.63,0.0
13.13,2,281.86,0.0
9.43,2,39.98,0.0
16.23,2,82.98,0.0
9.23,3,72.97,0.0
11.8,2,590.4,0.0
8.23,2,39.98,0.0
8.57,2,28.98,0.0
11.87,2,398.61,0.0
13.6,2,98.97,0.0
16.0,2,115.96,0.0
14.3,2,185.65,0.0
12.23,2,188.96,0.1082202
13.97,2,66.02,0.0
9.33,2,61.12,0.0675505
11.8,2,59.98,0.0
8.97,2,104.98,0.0
11.77,2,131.97,0.0
9.2,2,19.98,0.0
9.73,2,20.48,0.0
10.13,4,476.95,0.0
14.93,2,33.15,0.0
11.17,2,114.84,0.0
15.73,3,190.4,0.025660900000000004
11.23,2,219.98,0.0
13.6,3,234.16,0.0
16.47,2,50.87,0.0
13.27,2,24.98,0.0
15.93,2,94.62,0.0
9.63,2,43.28,0.0
8.77,2,126.9,0.0
13.13,2,23.55,0.0
13.87,2,111.66,0.0
16.67,3,207.41,0.0
9.17,2,83.9,0.0
15.83,2,22.26,0.0
9.4,2,87.6,0.0
15.87,2,40.42,0.0
14.07,2,33.43,0.0
8.7,2,81.27,0.0
16.93,2,42.18,0.0
14.23,2,50.98,0.0
15.8,2,86.98,0.0
16.47,2,52.86,0.0
16.1,2,59.98,0.0
13.47,2,32.98,0.0
15.47,2,49.93,0.0
13.93,2,45.62,0.0
10.53,2,139.9,0.0
8.4,2,70.98,0.0
13.77,2,187.26,0.0
12.5,2,57.58,0.0
17.03,2,37.98,0.0
8.03,2,56.98,0.0
14.13,2,115.96,0.0
11.03,2,25.58,0.0
14.23,4,69.84,0.050080775
9.1,2,60.95,0.0
11.03,2,20.53,0.1000931
9.27,2,33.6,0.0
14.67,2,342.19,0.02381175
10.13,2,36.4,0.0
12.1,2,27.73,0.0
10.1,2,133.94,0.0
10.4,2,9.98,0.0
9.17,2,18.73,0.0
15.17,2,234.76,0.0
16.27,2,104.22,0.0
13.43,2,194.45,0.0909303
11.37,2,31.98,0.0
15.9,2,47.98,0.0
14.27,2,19.54,0.0
8.93,2,99.4,0.0
10.03,2,89.97,0.0
8.9,2,58.74,0.0
14.07,2,60.97,0.0
14.33,2,46.94,0.0
9.3,4,180.92,0.0
13.77,2,99.98,0.0
13.53,2,28.98,0.02382465
13.8,2,71.82,0.0
15.63,2,64.58,0.0235944
10.83,2,51.14,0.0
12.27,2,54.79,0.0
12.2,3,109.55,0.0
13.5,2,78.63,0.0
11.33,2,95.54,0.0
15.57,2,58.83,0.0
14.5,5,359.91,0.0
13.7,2,59.98,0.0
16.77,3,109.34,0.0
16.83,2,62.98,0.0454683
16.97,2,33.56,0.0
10.0,2,42.98,0.0
10.43,2,60.43,0.0
8.77,3,98.96,0.0
13.23,2,22.48,0.07147965
10.07,2,157.43,0.0
14.1,2,53.14,0.0
12.93,2,290.71,0.04546375
14.87,2,64.16,0.0
13.6,2,25.32,0.0
13.0,2,28.44,0.0
14.3,2,44.98,0.0
11.0,2,49.98,0.0
10.43,2,126.15,0.0
15.8,2,59.98,0.0
8.13,2,98.01,0.0
11.2,2,21.66,0.0
11.6,2,91.34,0.0
14.8,2,142.6,0.0
10.63,2,64.58,0.0
9.6,2,399.98,0.047621300000000005
15.73,2,125.04,0.0
10.9,2,153.44,0.0
16.13,2,50.98,0.0
8.8,2,217.97,0.0
15.9,2,53.97,0.0
10.8,2,33.98,0.0
16.43,2,13.94,0.0
9.23,2,39.07,0.0
15.6,2,36.12,0.0
12.5,2,41.02,0.0
13.6,2,151.97,0.0
11.27,2,134.72,0.0
14.97,3,96.41,0.0
12.9,2,47.96,0.0
16.47,3,136.28,0.0
9.97,2,22.46,0.0
15.53,2,309.98,0.0
12.83,2,180.63,0.0
8.83,2,31.98,0.06525285
16.23,2,106.63,0.0
14.23,2,166.54,0.0
12.83,2,32.94,0.0
8.13,2,56.08,0.0
14.93,3,105.76,0.0
10.4,2,28.73,0.0
12.63,2,80.36,0.0
14.73,3,416.45,0.0
15.17,2,52.96,0.0
12.23,2,100.97,0.0
8.43,2,31.4,0.0
10.33,3,155.96,0.0828683
12.9,2,261.98,0.0
12.37,2,51.48,0.0
15.03,3,197.96,0.0027028000000000004
10.5,2,65.89,0.0
13.0,2,263.97,0.0
14.2,2,119.98,0.0454587
8.27,2,54.98,0.0
9.83,2,59.97,0.0
11.4,2,55.95,0.0
10.8,2,78.4,0.0
15.3,2,17.27,0.0
10.8,2,31.98,0.0
8.8,2,39.98,0.0
16.27,2,32.03,0.0
11.13,2,35.96,0.0
9.3,4,57.96,0.0
10.1,2,41.21,0.0
13.5,2,67.98,0.0
10.57,2,135.0,0.0
8.8,2,57.98,0.0
14.77,2,217.97,0.0
12.67,2,39.39,0.0
16.63,2,103.12,0.0
15.27,2,38.8,0.0
11.63,3,209.93,0.0
11.63,2,85.97,0.0238171
13.57,2,67.65,0.0
8.67,2,108.61,0.0
9.93,2,44.98,0.0
16.9,2,109.98,0.0
12.93,2,126.92,0.0
13.03,2,42.97,0.0
8.8,2,194.47,0.0
11.3,2,66.22,0.0
8.47,2,55.38,0.0
10.1,2,83.97,0.0
8.07,2,101.98,0.0
11.23,2,59.36,0.0
13.17,2,67.91,0.0
9.4,2,271.98,0.0
15.07,4,64.96,0.083373325
11.4,2,65.98,0.0
12.97,2,249.14,0.0
14.63,2,287.92,0.0
12.2,2,339.98,0.0
14.83,3,158.97,0.0
12.7,2,132.96,0.02535655
8.5,2,279.98,0.0
8.63,2,135.0,0.0
8.43,2,47.98,0.0
10.7,2,86.01,0.0
15.67,3,374.97,0.0
12.5,2,128.36,0.0
8.37,2,39.98,0.02382085
10.2,2,48.27,0.0
11.1,2,76.72,0.0
11.57,2,109.37,0.10065755
12.07,2,43.98,0.0
11.73,3,121.21,0.0
13.5,2,92.96,0.0
16.73,2,71.84,0.0
8.67,2,51.99,0.0
8.77,2,31.96,0.0
14.27,4,162.93,0.0
10.1,2,69.56,0.0
12.53,2,28.08,0.0
16.0,2,84.6,0.0
15.83,2,38.8,0.0
9.5,2,89.48,0.0
16.67,2,36.73,0.01778215
14.53,2,47.97,0.0
11.93,2,207.8,0.10567605
10.6,2,153.71,0.0735153
9.53,2,242.97,0.0572563
9.87,2,71.54,0.0
14.2,2,45.54,0.0
9.47,2,91.14,0.0
13.17,2,211.94,0.0
12.3,2,119.97,0.0
15.47,2,95.97,0.0
16.0,2,131.47,0.0
13.27,2,61.22,0.0
12.7,2,92.96,0.0
14.93,3,106.96,0.0
16.7,2,29.16,0.0
13.4,2,74.76,0.03072885
15.57,2,133.18,0.0
9.7,2,97.86,0.0
13.23,2,105.28,0.03969005
12.63,3,328.97,0.0
11.73,2,655.96,0.02598915
12.3,2,71.09,0.0
9.13,3,115.97,0.0
15.27,2,39.98,0.0
8.5,2,19.98,0.0
16.2,2,26.48,0.08337675
13.77,2,58.65,0.0
13.43,2,199.96,0.0
10.6,2,271.96,0.02381285
11.67,2,33.98,0.052659300000000006
16.4,2,291.96,0.0
9.87,2,49.98,0.0454683
12.57,2,73.98,0.0
13.7,3,111.93,0.0
10.9,2,59.28,0.0
16.67,2,79.98,0.0
10.2,2,82.98,0.0
10.47,3,60.75,0.0
14.77,2,37.98,0.0250125
13.6,2,67.65,0.0
11.8,2,27.98,0.0
9.17,2,31.98,0.0
8.4,2,35.98,0.0
10.77,2,479.98,0.0
15.63,2,129.94,0.0
9.5,2,19.98,0.0
9.17,2,62.97,0.0
10.0,2,231.98,0.0
11.6,2,127.98,0.0
16.77,2,75.58,0.0
15.33,2,105.98,0.0
12.77,2,48.01,0.0
15.6,2,90.63,0.0
16.17,2,118.35,0.0
9.97,2,84.3,0.0
8.2,2,79.98,0.0
11.93,2,45.98,0.0
9.27,3,161.97,0.0
13.97,2,34.79,0.0
14.87,3,38.97,0.0
10.23,2,248.92,0.0
10.0,2,499.98,0.0
16.5,2,70.96,0.0
14.63,3,137.78,0.0
8.4,2,53.98,0.0454683
10.97,2,319.76,0.0
12.57,2,33.98,0.0
11.47,2,56.98,0.0
13.53,2,69.95,0.0
10.4,2,76.14,0.04543275
13.47,2,26.4,0.0
10.77,4,69.95,0.06787725
9.37,2,35.98,0.0
9.43,2,61.98,0.0
9.07,2,63.15,0.0
16.67,2,239.97,0.0
12.97,2,161.78,0.0
16.2,2,19.18,0.0
14.57,2,13.94,0.0
10.6,3,118.96,0.0
14.73,2,84.01,0.0
15.2,2,54.63,0.0
14.23,2,179.98,0.0
14.33,2,74.98,0.0
15.1,2,339.98,0.0
14.87,2,27.96,0.0
12.33,2,48.94,0.0
14.77,2,23.98,0.0
9.5,2,16.33,0.0
8.67,2,39.98,0.0
13.67,2,26.4,0.0
11.0,2,77.94,0.0
10.1,2,263.04,0.0312365
10.73,2,44.98,0.0
16.67,2,58.58,0.0
16.87,2,94.88,0.0
14.7,2,159.98,0.0
14.8,2,71.98,0.0
12.67,2,53.81,0.0
9.17,2,59.24,0.0
12.6,2,81.48,0.0
10.5,2,136.21,0.0
14.53,4,113.84,0.0
15.43,2,279.98,0.0
8.67,3,136.96,0.0303214
14.93,2,51.98,0.04547045
12.77,2,50.88,0.0
12.1,2,51.98,0.0
9.9,3,42.77,0.0
16.3,2,99.98,0.0
16.63,2,336.66,0.0
12.2,3,84.04,0.0
8.9,2,48.97,0.0
14.2,2,58.98,0.0
15.27,2,77.58,0.0
11.73,2,66.19,0.0
12.5,2,20.58,0.0
16.7,3,296.48,0.0
9.23,3,55.89,0.0303122
14.07,2,21.48,0.0
10.07,2,29.97,0.0
11.23,2,21.45,0.0
13.93,2,115.25,0.0
15.47,2,49.55,0.0
13.67,2,90.48,0.0
9.83,3,38.77,0.0
11.33,2,58.98,0.0
11.77,2,79.98,0.0
11.47,2,59.36,0.0
14.2,2,61.82,0.0
16.17,2,27.06,0.0
12.47,2,65.52,0.0
15.17,3,84.5,0.0
11.63,2,71.79,0.0
11.5,2,19.28,0.0
10.37,2,60.22,0.0
15.8,2,21.98,0.0
15.5,2,135.88,0.0
13.7,2,39.98,0.0
12.33,2,32.58,0.02382405
13.53,2,94.19,0.0
14.57,2,60.07,0.0
12.6,2,51.06,0.0
15.03,2,99.98,0.045462800000000005
9.17,2,44.43,0.0
9.47,2,120.52,0.08663285
12.63,2,85.97,0.0
10.87,2,23.98,0.0
14.83,2,330.94,0.0
9.47,2,499.98,0.0
9.37,3,169.51,0.0247034
8.7,2,24.98,0.0
12.0,2,52.98,0.0
14.53,2,113.86,0.0
11.4,2,97.16,0.0
10.57,2,251.97,0.0454597
9.67,2,40.98,0.0
8.63,2,227.34,0.0326354
11.27,2,102.95,0.0
14.5,3,463.53,0.0
9.6,2,43.78,0.0
11.63,2,85.97,0.0
9.07,2,269.9,0.02381795
14.3,5,319.9,0.0
15.0,3,241.83,0.0084059
8.17,2,99.96,0.0
11.37,2,40.06,0.0
12.0,2,37.98,0.0
15.4,3,189.97,0.0
16.63,2,102.68,0.0
14.37,2,110.98,0.0
12.17,2,31.98,0.0
14.87,2,91.97,0.08694215
11.8,2,138.35,0.0
15.4,2,15.94,0.0
9.87,2,97.15,0.0746016
16.2,3,471.94,0.0
14.73,2,50.98,0.0
9.87,2,79.95,0.0
9.23,3,505.95,0.0
15.5,2,43.97,0.0
14.7,2,319.98,0.0
14.33,2,60.13,0.0
12.47,2,41.57,0.01179245
9.43,4,67.84,0.0
9.57,2,76.97,0.0
13.9,2,94.37,0.0
8.33,3,53.64,0.0351865
12.6,2,46.38,0.0220339
8.07,2,33.1,0.0
8.53,2,57.98,0.0833573
9.73,2,51.96,0.0
15.07,2,90.04,0.0
15.67,2,440.14,0.0
15.73,3,28.77,0.0
16.27,2,17.89,0.0
10.23,2,27.98,0.0
9.57,2,205.74,0.0
12.87,2,311.74,0.0
15.2,2,96.98,0.0
13.33,3,274.54,0.0
11.7,2,21.98,0.0
12.3,3,163.4,0.0
10.67,2,101.95,0.0196588
16.47,3,521.94,0.0
9.23,2,66.93,0.0
11.67,2,27.98,0.0
15.4,2,122.95,0.0
12.43,2,23.35,0.0
8.97,2,418.99,0.0
12.0,2,86.97,0.0
10.1,4,68.76,0.0
16.43,2,316.3,0.0
11.8,2,27.98,0.0
16.67,2,30.42,0.0
12.8,2,228.2,0.0
16.3,2,279.97,0.0
14.1,2,33.3,0.0
11.5,2,568.98,0.0
12.8,4,229.23,0.01088555
14.83,2,54.46,0.0396453
8.23,2,30.97,0.0
16.47,2,296.04,0.0
13.17,2,185.91,0.0
8.97,2,199.98,0.0
16.63,2,150.14,0.01879955
14.0,2,179.74,0.0
15.8,2,79.98,0.0
16.3,2,245.98,0.0
9.23,2,225.51,0.0
12.9,2,126.97,0.0
9.9,2,190.94,0.0
10.1,2,49.42,0.0
12.27,2,39.98,0.0
9.53,2,201.98,0.0
14.67,2,57.91,0.0
11.83,3,193.76,0.0
8.47,2,29.98,0.0454821
9.13,2,43.28,0.0
8.67,2,79.9,0.0
17.07,2,205.96,0.0
11.03,2,25.97,0.02383015
9.5,2,99.3,0.0
12.93,2,56.14,0.0
9.73,2,58.02,0.0
12.8,2,39.98,0.045475199999999986
12.87,2,130.97,0.0
15.57,2,249.98,0.0
10.87,2,29.54,0.0
10.33,2,75.0,0.04774
14.53,2,80.42,0.0
12.27,2,11.48,0.0
8.47,2,37.98,0.08931760000000001
8.77,2,451.77,0.0
14.07,3,284.48,0.0
12.03,2,44.09,0.0
8.43,2,87.96,0.0
15.1,2,67.16,0.0
9.97,2,11.98,0.0
14.73,2,54.96,0.0
13.77,2,60.41,0.0
16.03,2,94.62,0.0
10.53,2,33.98,0.0
13.2,2,31.99,0.0
12.47,3,194.95,0.03449266667
12.4,3,59.97,0.0
13.07,2,82.98,0.02830635
12.4,2,248.67,0.0
11.5,2,35.98,0.0
11.0,2,38.72,0.0
14.2,2,50.97,0.04545455
9.8,2,86.98,0.0
11.4,2,233.24,0.0
15.7,2,87.91,0.03204445
11.03,2,23.98,0.0
12.6,3,108.96,0.0
8.87,2,479.98,0.0
14.47,2,17.34,0.0
15.3,2,199.98,0.0
12.17,2,30.04,0.0
10.73,3,261.95,0.0
12.7,2,299.98,0.0
11.63,3,521.95,0.0
13.67,2,45.98,0.0
13.67,2,139.95,0.0
14.83,3,118.93,0.0
9.17,2,73.98,0.0
11.67,2,105.93,0.0
15.8,2,137.02,0.04159735
16.6,2,29.98,0.0
11.53,2,48.98,0.0
10.2,2,59.08,0.0910769
10.27,4,234.92,0.0
10.93,3,269.95,0.0
13.43,3,125.96,0.0
10.97,2,114.98,0.0
14.17,2,89.98,0.0
16.73,2,114.96,0.0
8.2,2,27.7,0.0
16.17,2,13.38,0.0
11.83,2,585.7,0.0
9.27,2,25.96,0.0
10.1,2,270.84,0.0
9.4,2,44.98,0.0
8.2,2,158.94,0.0
10.0,4,51.93,0.0
10.27,2,107.26,0.0
13.23,2,58.27,0.0207317
10.93,2,92.8,0.0
9.77,2,82.42,0.0
14.97,2,233.97,0.0
10.6,2,170.99,0.0
8.67,2,206.95,0.0
12.23,3,93.61,0.0
13.2,2,125.96,0.0
11.77,5,172.65,0.0
12.7,2,27.98,0.0
12.17,2,29.7,0.0
11.63,3,557.64,0.01985636667
12.73,2,610.43,0.027525
15.9,2,132.95,0.0
11.33,2,91.98,0.02381235
10.7,2,59.08,0.0
15.07,2,203.59,0.0
15.57,2,45.98,0.0
15.3,4,271.94,0.0
15.1,2,116.97,0.0
17.03,2,101.98,0.0
12.63,3,235.19,0.0
11.43,3,299.97,0.0
11.23,2,71.22,0.0
8.9,2,459.9,0.0
14.73,2,40.36,0.0
8.57,2,126.88,0.0
10.27,2,67.88,0.0
13.63,2,648.46,0.0
12.5,2,23.97,0.0
16.83,2,224.98,0.03018365
13.03,2,46.93,0.0
14.43,2,51.89,0.0
10.97,2,65.63,0.0
16.07,2,89.93,0.0109553
9.83,2,32.98,0.0
8.63,3,167.95,0.0
11.8,2,175.97,0.0
13.03,2,166.98,0.10785255
9.13,2,25.9,0.0
11.93,2,28.0,0.0
13.3,2,52.98,0.0
12.77,2,37.44,0.0
9.63,2,50.12,0.0
14.6,2,21.96,0.0
10.53,2,26.98,0.0
9.13,2,53.98,0.0
12.03,2,19.98,0.0
13.1,2,26.01,0.0
16.17,2,190.81,0.0
11.43,2,58.22,0.0
14.2,2,67.98,0.0
12.93,2,84.24,0.0
15.73,2,159.98,0.0454597
13.0,2,40.17,0.0
16.13,2,52.45,0.0
11.2,2,63.98,0.0
10.27,2,47.98,0.0
15.27,2,59.98,0.0
13.97,2,75.98,0.0
12.9,3,68.68,0.0303168
11.8,2,79.14,0.0
14.83,2,68.97,0.0
16.03,3,71.54,0.0
13.53,2,319.89,0.0049522
14.6,2,146.48,0.0
9.07,2,297.21,0.0
8.83,2,132.62,0.0
11.57,2,36.88,0.0
13.4,3,524.07,0.0
12.57,2,186.94,0.04106425
9.27,2,53.46,0.0
11.8,2,66.44,0.0
11.67,2,45.98,0.0
9.17,2,266.99,0.0
9.97,2,25.26,0.05270555
15.57,2,145.51,0.0
15.27,2,29.98,0.0
14.6,2,42.46,0.0
16.03,2,50.91,0.0
11.63,4,129.94,0.0
12.4,2,27.98,0.0
12.2,3,65.97,0.0
14.6,2,53.98,0.0
15.87,2,107.93,0.0
9.57,3,376.93,0.07641866667000001
11.23,2,89.58,0.0440282
13.5,2,129.67,0.0
12.6,2,114.96,0.04771335
9.4,3,146.96,0.0
15.17,4,159.96,0.0
15.5,2,106.97,0.0
9.93,2,85.98,0.0
15.8,2,63.34,0.0
12.9,2,21.98,0.0
14.67,2,151.75,0.0
10.9,2,55.98,0.02381765
11.57,2,22.98,0.0
13.9,2,46.98,0.0
10.03,2,83.06,0.0
10.5,2,92.54,0.0
16.07,2,260.93,0.0
13.57,2,100.78,0.0
11.2,3,81.33,0.0
14.83,2,57.96,0.0446504
13.47,2,24.18,0.0
16.7,2,123.04,0.0
14.47,2,200.84,0.0652327
15.87,2,196.54,0.0
12.23,2,119.15,0.0
13.83,3,69.95,0.0
15.67,2,39.98,0.0
11.57,2,59.98,0.0909366
14.37,2,66.83,0.0
15.23,3,53.94,0.0
11.27,2,41.31,0.0
12.33,2,273.98,0.0
14.7,2,82.76,0.0
9.6,2,31.84,0.0
12.73,3,131.59,0.0
9.83,2,579.97,0.0
10.53,2,119.96,0.0566216
11.07,2,106.98,0.02381205
10.17,2,74.95,0.0
12.7,2,414.64,0.0
11.7,2,61.04,0.0
10.17,2,186.89,0.0
13.6,2,28.98,0.0
11.83,3,42.47,0.0
13.93,2,179.98,0.0
15.0,2,148.54,0.0
11.97,2,41.97,0.0454841
13.2,2,65.57,0.0
8.97,2,66.68,0.0
13.8,2,65.55,0.0
16.3,2,63.18,0.0
11.3,2,167.84,0.0
12.07,3,140.27,0.030305433330000006
10.97,3,178.9,0.0
14.73,2,112.21,0.0
13.43,2,49.98,0.0
13.7,2,75.75,0.0292061
10.07,2,30.74,0.0
8.97,2,32.98,0.0
16.53,2,399.95,0.0909194
14.9,2,22.55,0.0
13.1,2,25.9,0.0
16.47,2,241.97,0.0
11.63,3,167.21,0.029011
10.67,2,95.94,0.0
9.57,2,73.98,0.0
14.03,2,39.74,0.0368574
9.97,2,27.92,0.0
14.2,3,114.07,0.0
16.23,2,66.14,0.0
14.13,2,64.26,0.0
13.13,2,14.22,0.0
10.97,2,101.14,0.0
12.67,2,505.94,0.0
8.77,2,134.62,0.0
15.47,2,320.55,0.0
11.93,2,116.46,0.0
13.13,2,55.56,0.0
13.6,2,209.98,0.07576215
14.53,3,85.96,0.0
12.0,2,73.34,0.0
12.43,2,160.32,0.0
14.97,2,66.98,0.0
13.07,2,36.88,0.0
8.7,2,23.93,0.0
15.47,2,61.98,0.0833565
12.13,2,85.98,0.04547045
10.23,2,59.97,0.0
14.17,2,127.92,0.0
9.73,3,69.95,0.03032273333
13.9,2,159.87,0.0
12.33,2,53.36,0.08410095
10.03,2,360.06,0.0
11.47,2,174.11,0.09095185
9.93,2,85.97,0.020842
9.83,2,107.06,0.0
11.53,2,59.36,0.0
16.77,2,40.67,0.0
10.27,3,101.17,0.0
10.0,2,285.45,0.0
12.33,2,122.55,0.0
15.97,2,39.98,0.0
9.63,3,24.32,0.0
10.6,2,139.9,0.1109999
9.13,2,251.79,0.0238228
15.17,2,190.12,0.0
13.13,2,249.98,0.05357525
8.2,2,156.98,0.0
11.67,3,87.9,0.0
11.5,2,40.87,0.0
10.57,2,199.97,0.0
10.57,2,126.97,0.0
12.43,2,251.04,0.0
13.97,2,74.02,0.0
11.23,3,82.94,0.0
9.97,3,399.94,0.0
14.1,2,59.71,0.0
16.07,2,19.98,0.0
11.87,2,341.72,0.03125515
10.13,2,119.98,0.0
12.97,2,77.97,0.0
12.27,3,66.96,0.0
8.17,2,21.18,0.0
13.13,2,304.54,0.0
9.03,2,229.98,0.10000695
11.3,2,30.06,0.0
13.07,2,119.98,0.0
13.97,3,56.97,0.0
9.2,2,45.56,0.0
15.53,2,55.98,0.0454683
16.57,2,235.98,0.0
10.03,2,62.98,0.0
14.53,2,54.27,0.0
13.73,5,400.24,0.0
11.2,2,31.98,0.02382465
9.77,2,56.24,0.0
10.1,2,161.23,0.0
15.23,2,40.98,0.0
14.17,2,37.98,0.0
13.47,2,39.98,0.0
12.8,3,90.96,0.0
13.4,2,305.9,0.0
9.8,2,172.6,0.0
15.9,3,52.26,0.0
12.9,2,57.98,0.0
11.2,2,57.98,0.0
9.53,2,78.81,0.0
8.37,2,34.96,0.0
13.47,3,33.97,0.0
13.9,2,14.68,0.0
15.63,2,61.77,0.0
11.6,2,151.14,0.0
12.93,2,59.96,0.12200175
16.73,2,194.52,0.0
13.87,2,153.98,0.0
13.03,2,90.97,0.0
11.77,3,104.95,0.0
14.4,2,27.98,0.0
16.27,2,275.97,0.0666711
10.03,2,13.98,0.0693556
16.73,2,277.96,0.0
11.73,2,26.29,0.0
8.43,2,59.96,0.0
10.77,4,392.39,0.01015245
8.8,2,65.97,0.0
16.77,2,30.44,0.0
15.27,2,25.98,0.0
13.6,3,95.97,0.0
8.57,2,69.98,0.04546635
11.13,2,66.04,0.0
15.93,3,577.81,0.0051301
14.8,4,283.9,0.038652725
12.73,2,53.82,0.0
10.0,2,39.98,0.0
10.13,2,23.97,0.0
10.37,2,43.97,0.01220305
12.43,2,23.35,0.0
