R,F,M,C
14.87,2,97.23,0.0
5.47,2,419.98,0.25
1.23,2,351.88,0.0590644
0.07,2,99.0,0.0
1.3,2,1379.96,0.1734999
2.1,2,539.98,0.0
6.03,2,181.97,0.0
5.73,2,436.98,0.14544955
9.0,2,186.97,0.0
1.67,2,25.97,0.0
9.73,2,55.96,0.02382655
5.9,3,425.83,0.2128158
2.93,2,204.92,0.0
6.4,3,184.46,0.0
5.47,2,289.97,0.25
12.47,4,61.46,0.0
9.0,2,504.98,0.0652034
2.77,4,159.49,0.0
14.77,2,28.96,0.0
2.13,2,94.98,0.0
0.13,3,151.21,0.0
14.37,2,110.55,0.0
1.93,2,224.96,0.0
3.27,2,348.99,0.0
0.73,2,144.97,0.15791135
13.37,2,99.01,0.0
8.7,2,60.99,0.0
6.17,5,4120.16,0.0
1.47,2,139.99,0.0
8.53,2,97.03,0.0
9.47,3,104.92,0.44646516666999997
5.87,3,225.41,0.0
0.13,2,346.01,0.0
5.87,2,114.44,0.0
6.67,2,22.98,0.0
0.3,2,226.2,0.0
2.07,2,279.98,0.2000114
6.27,2,309.97,0.0333378
0.47,3,100.27,0.0
14.77,2,66.08,0.0
15.43,2,157.99,0.0
1.87,3,229.98,0.25
5.13,2,369.96,0.0
4.03,2,159.99,0.0
7.53,4,123.76,0.0
4.63,2,169.98,0.0859816
6.2,2,25.67,0.0
3.37,2,479.97,0.100005
1.87,2,43.98,0.0
3.03,2,50.69,0.0
14.63,2,56.28,0.0
4.03,2,144.98,0.25
12.8,2,47.53,0.0
3.43,3,95.09,0.0
15.03,2,36.03,0.0
0.2,2,208.99,0.0
6.2,2,61.95,0.0
7.7,2,45.1,0.0
2.83,3,2314.83,0.17877606666999998
4.93,2,39.98,0.0454752
6.43,2,82.47,0.0
6.1,2,159.98,0.0
3.3,2,60.66,0.0187715
8.17,3,62.75,0.0
11.97,2,53.98,0.0236135
9.4,2,64.68,0.0
4.0,2,135.89,0.0
4.1,2,209.98,0.0
8.83,3,112.74,0.0
6.17,2,97.98,0.0
2.37,2,58.88,0.0
2.1,2,52.98,0.045354
10.53,2,57.98,0.0
4.47,2,28.58,0.0
5.93,2,439.96,0.0
2.43,2,159.99,0.1111173
0.97,2,459.96,0.16101635
5.6,2,37.98,0.0
11.43,2,44.64,0.0
2.03,2,63.6,0.0
10.03,2,25.47,0.0
6.07,4,112.65,0.0
3.03,2,59.97,0.0
8.87,6,278.06,0.0
5.73,2,337.99,0.12297995
15.63,2,172.97,0.0
0.57,2,71.9,0.0327528
11.77,2,106.8,0.10003495
9.73,2,51.1,0.0
13.67,3,710.69,0.0
0.73,2,124.23,0.0547821
10.6,2,58.98,0.0
2.87,2,29.98,0.0454821
5.7,2,33.95,0.05561735
2.17,3,124.97,0.03030646667
8.07,2,219.98,0.0
8.4,2,114.43,0.0
11.9,2,45.98,0.0238194
5.43,2,307.96,0.0
16.3,2,18.73,0.0
6.43,4,558.75,0.0
6.67,3,433.96,0.0
0.33,2,284.97,0.16037665
0.33,2,89.98,0.5
0.83,4,1383.83,0.0
4.53,2,149.98,0.0
5.3,3,542.29,0.06666133333
16.8,2,171.78,0.0
16.47,2,71.97,0.0
16.27,4,56.62,0.0
4.37,3,299.96,0.0
8.07,2,58.93,0.0
0.2,2,100.27,0.0
4.3,2,329.97,0.0
13.57,2,46.78,0.0
7.27,2,131.94,0.0
8.3,2,53.49,0.0
5.33,2,143.51,0.0
4.03,2,121.85,0.04541735
0.1,7,267.77,0.03781677143
14.37,3,361.5,0.0
2.33,2,57.36,0.0
9.57,2,63.78,0.0
0.9,5,150.91,0.0
3.77,2,265.97,0.0
6.7,4,183.95,0.079729625
3.97,2,131.3,0.0
5.93,4,937.91,0.0
9.97,2,45.98,0.0
0.73,3,340.91,0.0232653
1.0,2,142.84,0.0
7.87,2,107.07,0.0
4.87,3,47.48,0.0
8.67,2,210.61,0.0
3.7,2,189.98,0.0
6.23,3,82.21,0.0
12.47,3,99.88,0.0
3.9,2,284.55,0.0608448
10.1,3,90.71,0.0
5.97,2,304.97,0.25
2.63,2,58.98,0.0
7.37,2,67.8,0.0
7.93,3,187.29,0.0
13.37,2,53.09,0.0
8.4,2,267.98,0.0
14.6,5,148.35,0.0
5.77,2,389.96,0.07141835
8.07,2,67.98,0.0
14.53,2,47.98,0.0
8.8,2,144.98,0.0
13.5,2,49.96,0.090978
9.87,2,23.97,0.0
11.03,2,179.96,0.0
5.47,2,53.98,0.0454667
9.07,2,21.46,0.0
5.7,2,44.32,0.5
16.1,2,169.98,0.0
5.87,2,92.23,0.0
5.2,2,273.97,0.0
6.67,2,165.26,0.0
8.87,2,43.98,0.04546705
0.27,3,119.97,0.03030646667
10.93,6,87.94,0.0
0.5,2,49.57,0.0237832
16.0,2,210.13,0.0
4.03,2,92.98,0.0
4.77,2,139.98,0.0
8.17,2,247.97,0.0
7.2,4,172.96,0.076657675
6.23,2,176.9,0.0
11.17,2,34.98,0.0
11.03,2,69.06,0.0
8.33,2,92.98,0.0737734
4.1,2,569.44,0.0291209
2.73,2,70.81,0.0
6.4,2,39.94,0.1210199
14.43,2,228.18,0.0
6.1,3,387.95,0.0
2.97,2,21.05,0.0
5.17,2,69.83,0.0
5.9,2,477.95,0.0
2.0,2,229.98,0.0500025
10.53,2,46.87,0.0
12.97,3,123.25,0.0
7.93,2,26.45,0.0
3.37,2,286.97,0.0946922
0.1,2,99.98,0.0454597
9.53,2,349.98,0.0
7.1,2,339.89,0.0381742
13.17,2,189.98,0.0
5.17,2,273.97,0.0
4.87,2,52.98,0.0
3.27,2,42.88,0.0692947
5.93,2,57.3,0.0
0.67,2,89.98,0.0
1.1,2,71.97,0.100025
12.83,2,108.97,0.0
0.13,2,51.98,0.3334188
11.37,2,49.64,0.0
6.03,4,567.94,0.0
13.8,2,31.58,0.0
5.33,2,254.98,0.0
4.1,2,38.98,0.0
15.33,2,346.26,0.0
8.63,2,169.98,0.0
10.9,2,77.97,0.0
6.0,2,259.98,0.0517277
5.8,2,327.96,0.0
4.43,2,319.98,0.0
16.77,2,169.74,0.0
12.47,2,264.2,0.0
4.37,2,71.42,0.0
12.67,2,61.33,0.0
5.63,2,71.98,0.0
13.43,2,59.98,0.0
2.97,3,161.84,0.0
13.1,2,98.98,0.0
6.87,2,39.99,0.0
0.8,2,31.98,0.0
5.33,2,259.98,0.0
-0.03,3,120.44,0.0
2.0,2,67.5,0.4279661
2.73,2,45.97,0.0
6.3,2,46.96,0.0
4.1,2,109.25,0.0
4.7,2,49.98,0.0
6.77,3,366.94,0.0
1.1,8,513.79,0.0625
1.43,2,28.97,0.0
1.17,2,62.98,0.0
7.67,2,75.97,0.0833472
12.5,2,88.98,0.0
4.33,2,205.73,0.0
5.7,2,239.95,0.0
3.13,2,65.33,0.0238236
1.47,3,249.28,0.0
6.8,2,37.98,0.0
7.93,2,57.98,0.1000276
1.73,3,93.97,0.0
7.23,2,58.75,0.0
3.37,2,99.98,0.02381235
13.63,2,265.98,0.0
4.83,2,59.86,0.0
6.33,2,119.98,0.0
6.03,2,89.97,0.0
15.67,2,75.71,0.0
6.07,2,79.98,0.0
6.53,2,303.96,0.0
9.67,3,88.7,0.0
14.43,2,62.69,0.0
10.27,2,63.98,0.0294204
2.3,2,33.98,0.0
16.63,2,13.94,0.0
5.47,2,57.98,0.0
3.67,2,23.98,0.0
9.2,2,36.94,0.06524105
2.97,2,68.86,0.0
12.0,2,52.97,0.0
14.37,3,169.94,0.0
1.9,2,37.98,0.0
4.23,2,65.98,0.0
5.87,4,705.91,0.04717575
6.37,2,120.47,0.0
5.27,2,53.98,0.04546985
2.1,2,17.23,0.0
0.2,2,40.97,0.0520532
1.87,2,72.26,0.0
14.97,2,264.98,0.0
7.33,2,53.98,0.0
10.6,4,100.46,0.0
12.37,2,56.89,0.0
9.63,2,38.72,0.0
10.03,2,76.19,0.0
9.8,3,411.4,0.07166376667
0.8,2,81.38,0.0
14.27,2,120.02,0.0090053
0.23,2,93.98,0.0
6.57,2,263.97,0.0
2.93,3,68.97,0.0
6.33,2,254.98,0.0
3.9,2,34.42,0.0
6.17,2,39.98,0.0
15.17,2,50.88,0.0
0.9,2,125.98,0.0454611
5.03,2,43.98,0.16670635
10.4,2,60.95,0.0
2.83,2,213.97,0.0
16.67,2,211.59,0.0
6.63,2,280.91,0.0
5.23,2,307.97,0.0
3.33,2,316.8,0.0
5.17,3,132.78,0.0
14.53,2,139.98,0.0
6.77,2,32.94,0.03743315
11.47,2,74.97,0.0
10.87,2,63.19,0.0
6.63,2,293.97,0.0
4.47,2,159.98,0.0
13.13,2,170.97,0.0
4.9,2,429.93,0.12401705
5.47,2,289.97,0.31138505
4.03,2,213.97,0.0
0.23,2,119.98,0.0
11.53,2,189.96,0.0
12.23,2,25.9,0.0
16.2,2,60.85,0.0
13.93,3,30.17,0.0
4.03,2,149.99,0.0
14.7,2,110.99,0.0
1.97,2,169.07,0.0
5.1,2,149.99,0.0
4.9,3,795.93,0.0
3.9,3,43.16,0.0
3.03,2,459.98,0.0
5.5,2,46.98,0.0
9.9,3,40.95,0.0
16.27,2,93.94,0.0
15.4,3,91.94,0.01865306667
5.23,2,133.03,0.0322623
5.2,2,444.88,0.04544195
6.43,2,305.83,0.0
7.87,3,72.97,0.0
2.13,3,307.87,0.0
3.07,3,87.4,0.0
13.93,3,193.78,0.0
7.53,2,59.98,0.0
12.93,2,37.92,0.0
5.1,2,33.87,0.0
10.0,2,223.93,0.0
4.97,2,289.97,0.25
4.37,2,70.69,0.0
1.27,5,1072.37,0.01816464
1.97,3,136.96,0.22719003333
15.37,2,40.87,0.0
15.0,2,71.28,0.0
10.0,3,51.97,0.0
6.67,2,86.51,0.0
1.33,10,364.48,0.0
8.47,2,163.98,0.0
0.47,2,126.96,0.1146255
5.0,4,241.81,0.0
14.4,2,104.56,0.0
6.67,2,57.92,0.0
3.83,2,31.58,0.0
3.1,2,99.98,0.0
10.17,2,209.97,0.0
0.13,2,135.13,0.0
8.83,2,166.98,0.0
8.63,2,98.18,0.0
15.23,2,62.98,0.0
7.53,2,101.5,0.0
4.0,2,73.96,0.0651701
15.43,2,115.97,0.0
0.37,3,204.97,0.0454215
13.8,2,55.22,0.0
0.43,3,280.51,0.0
5.77,2,319.97,0.0980944
14.7,2,64.16,0.0
9.8,2,481.99,0.0
9.4,2,22.74,0.0
10.9,2,24.98,0.0
14.27,2,76.92,0.0
7.27,2,74.9,0.0
15.43,2,63.08,0.0
11.47,2,15.09,0.0
11.0,2,64.99,0.0
5.83,3,519.95,0.026386633330000003
15.6,2,80.06,0.0
15.8,3,58.98,0.0
5.0,5,215.91,0.0
7.67,2,31.98,0.0
0.4,2,159.98,0.0
15.67,2,51.54,0.0
0.0,2,58.74,0.0
13.03,2,47.08,0.0
2.2,2,155.86,0.0
3.8,2,52.98,0.0
11.53,2,37.44,0.0
13.87,2,661.85,0.0
6.1,4,471.97,0.04731026667
9.0,2,19.26,0.0
6.0,2,239.98,0.13634295
13.47,2,50.58,0.0
3.97,2,169.98,0.1052742
9.6,2,25.58,0.0
5.43,2,67.49,0.0
5.47,4,639.8,0.0
5.47,2,85.98,0.0
8.3,2,89.97,0.0
6.73,2,8.93,0.0
9.93,2,95.68,0.0
5.73,2,89.97,0.04023915
4.47,2,48.48,0.0
16.33,2,65.59,0.10065895
16.9,2,93.16,0.0
1.63,2,89.97,0.0
8.1,2,25.76,0.05145565
1.27,2,64.6,0.0
3.07,2,51.97,0.0718319
9.9,2,29.97,0.0
6.6,2,34.75,0.0
4.2,2,65.98,0.0
1.3,8,232.98,0.0052846625
2.0,2,167.81,0.0
8.63,2,41.98,0.0
11.37,2,39.98,0.0
16.63,2,299.9,0.0
5.93,2,51.78,0.2592275
4.77,2,64.99,0.0
5.77,2,37.98,0.5
1.37,2,32.65,0.0
1.6,3,211.95,0.0
5.8,2,97.98,0.11069405
3.17,4,266.74,0.0032609
3.7,15,216.85,0.43333333333000007
4.6,2,959.96,0.0
16.77,2,187.5,0.0
3.53,2,259.98,0.03571685
5.67,2,37.97,0.0
12.87,2,43.98,0.0
1.9,2,93.08,0.0
0.57,2,69.22,0.0
2.47,2,127.96,0.0
5.93,2,287.96,0.0
2.27,2,65.81,0.0
5.63,2,77.97,0.0
0.33,6,334.95,0.0
8.0,2,124.94,0.0
9.43,2,249.97,0.0
3.57,3,60.36,0.0
13.47,2,79.98,0.0
1.73,3,118.97,0.0
4.87,2,45.19,0.0
12.27,2,41.01,0.0
1.57,2,55.8,0.0
5.9,4,95.54,0.0
0.83,2,50.97,0.0
7.4,2,253.97,0.0
0.5,3,171.97,0.0317498
5.43,3,275.66,0.0
5.1,2,417.95,0.0
7.93,2,118.97,0.1320894
7.9,2,67.98,0.0
6.8,2,111.96,0.0
10.93,3,96.95,0.0
9.97,2,234.98,0.0
4.2,4,683.5,0.0
3.47,2,149.99,0.0
1.67,8,1216.88,0.1098940625
3.1,2,479.98,0.0
7.3,3,373.96,0.0
0.17,2,39.78,0.0454753
12.97,3,197.94,0.0303067
4.33,2,39.98,0.0909504
7.6,2,869.94,0.014564
6.5,2,119.97,0.0
1.27,2,56.09,0.0
1.0,2,31.98,0.0
5.8,2,196.97,0.0
9.93,2,47.25,0.0
5.67,2,59.98,0.0
11.63,2,90.04,0.0
1.63,2,34.09,0.0
6.2,3,387.95,0.06712313333
1.87,2,122.08,0.0
10.97,2,52.98,0.0
8.7,2,362.68,0.0
7.4,2,569.98,0.0
0.37,2,359.98,0.0454566
7.47,2,293.97,0.0
2.53,2,152.9,0.04315925
1.33,2,619.98,0.0
6.3,2,252.98,0.0
1.27,14,2664.43,0.04403256428999999
5.53,2,253.97,0.0
1.67,2,39.98,0.363691
5.63,2,26.52,0.0
6.9,3,58.88,0.09758476667000002
2.8,2,139.97,0.0
11.9,2,41.97,0.1357545
10.67,2,78.39,0.0
4.07,2,149.99,0.0
0.47,2,26.98,0.04548635
10.83,2,113.66,0.0
1.77,2,219.98,0.0
11.2,2,87.89,0.0
4.7,2,32.98,0.0
7.03,6,570.93,0.19747438333
1.7,2,31.98,0.0
16.23,2,259.97,0.0145647
1.8,3,40.97,0.0
13.93,2,86.22,0.0
2.53,2,42.98,0.04168405
0.53,2,42.88,0.0
2.1,3,141.88,0.0
11.2,3,48.53,0.0
9.9,7,427.35,0.07237768571
4.9,2,152.97,0.0
3.5,2,116.96,0.0
0.5,2,57.58,0.0
7.93,2,43.14,0.0
4.07,6,182.23,0.0
12.87,4,114.37,0.0
5.5,2,49.98,0.0
9.9,2,32.98,0.0
6.7,2,245.98,0.0
1.53,3,124.97,0.0
2.97,2,166.17,0.0652212
4.83,2,126.18,0.0
11.53,2,78.96,0.0470596
11.27,4,189.34,0.0
6.07,2,282.98,0.0
3.4,4,86.55,0.0
0.87,2,329.96,0.16037665
6.83,3,219.97,0.0
13.07,2,28.08,0.0
4.9,2,62.61,0.0
0.73,2,40.48,0.0
2.47,2,240.15,0.0
2.7,2,60.77,0.0
3.07,2,77.6,0.08336465
14.1,2,20.58,0.0
4.33,3,309.94,0.0
6.7,2,918.96,0.0
2.37,2,64.75,0.0
5.23,2,308.97,0.0
6.43,4,116.14,0.187749375
5.77,4,44.96,0.5
1.4,2,138.95,0.0
6.07,2,266.97,0.0
3.33,2,139.98,0.1250156
1.83,2,83.07,0.0
13.13,2,21.96,0.0
6.07,2,43.98,0.02382575
3.6,2,149.98,0.0
3.03,2,286.44,0.0
14.17,2,190.73,0.01294895
12.9,2,102.98,0.0
10.57,4,190.65,0.0
14.87,5,77.95,0.0
1.13,2,45.98,0.0
6.7,2,178.17,0.0
3.37,2,210.98,0.06522335
15.17,2,51.96,0.0
6.03,2,301.86,0.0
10.4,2,81.93,0.02386115
4.27,2,275.98,0.0
13.7,2,48.88,0.0
10.63,2,25.9,0.0
11.97,2,125.38,0.0
12.97,2,33.01,0.0
15.13,2,23.95,0.0
6.37,2,75.06,0.0238029
2.1,2,615.95,0.0
5.43,2,75.22,0.0
3.63,2,259.98,0.0
3.93,2,45.74,0.00265265
3.6,2,14.98,0.0
4.67,4,533.93,0.087332475
8.13,2,263.99,0.0716846
6.37,2,30.77,0.0
8.17,3,37.43,0.0
4.97,2,84.98,0.0
16.1,2,76.31,0.0
1.43,2,108.12,0.0
10.1,2,81.92,0.0
11.07,3,60.96,0.1111553
0.0,4,289.31,0.0
14.73,25,613.74,0.003637976
5.77,2,302.96,0.0
14.8,2,94.98,0.0
6.97,2,373.96,0.0
2.3,2,113.97,0.0
12.8,38,632.53,0.0
8.63,2,479.96,0.0
8.97,2,68.11,0.0
5.77,2,32.98,0.5
5.3,2,227.97,0.0
5.83,2,273.97,0.0
2.87,2,58.48,0.0
2.1,2,48.7,0.0
1.9,2,74.76,0.0
1.57,2,35.33,0.0
2.2,3,302.97,0.02083593333
2.8,2,147.98,0.0
2.3,2,124.97,0.0
11.03,2,87.75,0.0
4.5,3,383.96,0.03030486667
8.83,2,71.98,0.0
10.07,2,107.86,0.0
13.37,2,35.19,0.0
10.27,2,135.25,0.0454409
9.27,2,26.97,0.0
6.0,2,116.09,0.0
16.67,2,108.17,0.0
5.73,2,233.97,0.05744265
0.53,2,220.97,0.0
3.53,2,29.97,0.0
5.23,2,39.99,0.0
5.0,2,149.99,0.0
0.53,2,345.83,0.0
15.27,2,86.76,0.0
9.8,2,58.43,0.0
2.37,2,54.65,0.0
1.47,2,23.98,0.3335239
6.37,2,27.98,0.0
12.97,2,32.98,0.0
16.67,2,36.73,0.01778215
1.27,3,115.96,0.0
0.9,2,56.63,0.0
5.17,2,35.46,0.0
1.03,3,77.87,0.0
2.67,2,172.98,0.0
6.47,2,47.98,0.0
8.27,2,106.96,0.09996
6.0,2,85.03,0.0
13.03,2,72.63,0.0
5.97,2,75.92,0.1439523
11.97,2,15.06,0.0
7.77,2,299.89,0.0
1.53,2,119.98,0.0
3.7,2,96.98,0.0
0.53,2,80.64,0.0
0.93,2,439.98,0.0
8.57,2,47.98,0.0
8.87,4,929.96,0.0
0.33,3,134.95,0.0
5.77,2,35.34,0.0
3.6,2,149.99,0.187002
11.43,2,579.94,0.0
0.33,2,159.49,0.0
4.93,2,139.98,0.0
5.97,2,273.97,0.0666711
0.9,2,69.3,0.0
14.6,2,175.22,0.0
4.6,2,142.96,0.0158414
5.87,2,233.97,0.0
0.53,3,114.97,0.0
15.57,2,31.98,0.0294291
8.27,2,35.88,0.14637715
11.33,3,122.45,0.03031173333
0.1,4,162.96,0.0
1.93,3,83.76,0.030315
11.57,2,51.72,0.0
3.2,3,157.99,0.0
15.73,2,181.97,0.0
15.47,2,587.46,0.0
4.7,2,106.94,0.05854425
5.7,2,44.32,0.5
2.53,2,149.98,0.0
7.47,2,65.95,0.0
3.07,2,14.99,0.0
3.1,2,279.98,0.0666711
11.53,2,127.83,0.0440675
0.63,3,106.57,0.0150171
2.77,2,133.97,0.0
3.63,2,359.88,0.00484965
10.5,2,59.98,0.0833565
2.2,3,35.62,0.0
6.17,2,190.36,0.0
6.33,2,269.98,0.0
3.07,2,23.69,0.0
7.3,2,48.98,0.0
6.23,2,266.97,0.0
15.9,3,119.97,0.0
1.93,3,145.39,0.0
2.47,2,467.93,0.04335705
12.77,2,62.95,0.0454959
0.27,2,55.56,0.0
5.57,2,32.99,0.0
4.67,3,120.97,0.0
0.03,2,159.0,0.02564105
16.07,3,98.97,0.0
1.13,2,86.96,0.25
10.87,3,79.14,0.0
7.57,2,225.54,0.0
1.7,2,179.94,0.0
9.83,2,21.65,0.0
2.03,2,52.88,0.0
15.43,2,43.96,0.0
2.8,2,37.19,0.0
0.63,2,80.21,0.01417545
15.07,2,142.48,0.0
16.33,2,237.98,0.0
1.43,3,69.36,0.0
0.57,2,65.27,0.0
10.03,2,136.94,0.0
1.87,2,99.98,0.0
1.93,2,149.98,0.0
9.07,3,43.97,0.0
8.77,2,71.98,0.0
10.13,2,46.98,0.0
0.67,3,91.97,0.0606428
0.53,3,63.84,0.0
0.03,2,130.54,0.0
5.17,2,277.96,0.0
6.2,2,63.97,0.0
6.87,2,102.97,0.05485205
9.57,2,37.98,0.0
4.63,2,53.98,0.0
6.2,2,327.96,0.1322891
15.77,3,117.97,0.0
8.07,2,127.66,0.0
5.57,2,58.29,0.0
3.67,2,88.35,0.1142989
5.1,2,159.98,0.0
16.6,2,126.98,0.0
5.83,2,137.94,0.0
5.33,2,44.98,0.0
13.77,4,297.92,0.018213525
5.53,2,51.98,0.0
2.53,2,232.97,0.0
16.93,2,63.0,0.0
13.57,2,41.94,0.0
5.97,2,59.3,0.0
6.17,2,30.44,0.0
5.77,3,44.97,0.5
3.33,2,79.98,0.0
3.87,2,65.94,0.0
7.87,2,189.98,0.0
0.93,2,216.96,0.01651175
8.63,2,497.97,0.0
9.33,2,27.98,0.0
5.33,2,37.98,0.0
13.5,2,34.73,0.0
5.83,2,179.98,0.0
6.17,2,29.68,0.0
5.3,2,109.43,0.0
5.23,2,287.96,0.0
4.63,2,239.98,0.0
14.4,2,202.02,0.0
5.93,2,273.97,0.0
6.2,2,52.93,0.0
3.0,2,135.98,0.0454606
9.3,2,144.98,0.0
12.07,2,34.67,0.0
0.57,27,1265.58,0.0
1.57,3,61.21,0.0
3.43,2,77.87,0.05826125
8.4,2,52.42,0.05277975
2.33,2,153.43,0.0
5.77,2,283.97,0.0
2.57,3,187.64,0.08573593332999999
4.17,2,259.98,0.0
11.93,2,79.98,0.0
4.13,3,144.56,0.0
2.2,2,27.98,0.0
3.67,2,209.96,0.0
3.73,2,111.97,0.11924805
3.2,2,52.98,0.0
2.57,2,202.5,0.0
5.93,2,107.98,0.0
4.57,3,322.96,0.0
0.0,3,100.97,0.0
6.1,2,85.09,0.19701125
0.73,2,592.44,0.0
6.67,3,32.27,0.0157265
4.5,2,46.28,0.0
9.3,2,79.98,0.0
13.97,2,36.94,0.0
16.0,2,116.97,0.0
15.13,2,15.96,0.0
13.87,2,50.42,0.0
1.5,2,93.28,0.0
13.93,2,37.67,0.0
10.63,2,72.72,0.0
8.87,2,42.96,0.0
0.03,2,50.26,0.0
10.77,2,44.27,0.0
0.1,8,218.89,0.0
7.53,2,239.98,0.0
4.5,2,285.46,0.0
0.83,2,85.87,0.06933935
6.13,2,40.93,0.0
13.03,2,42.44,0.0
13.4,2,413.81,0.0
5.87,2,217.0,0.0
8.53,2,23.97,0.03337785
1.03,2,35.01,0.02393385
9.7,2,198.97,0.21756375
15.4,2,197.76,0.0
8.87,3,471.96,0.0
6.57,2,55.97,0.4118201
0.23,2,59.98,0.0
9.57,2,107.16,0.0
9.67,2,24.58,0.0
4.83,2,56.97,0.0
6.77,2,440.99,0.0571871
9.87,4,118.11,0.0
1.6,2,76.79,0.02383375
15.47,2,154.41,0.0
1.77,2,40.98,0.3843928
12.0,2,57.98,0.0
5.83,2,57.98,0.0
15.33,2,123.96,0.0105913
4.1,3,389.97,0.047622466669999995
2.23,4,428.92,0.0
16.33,2,164.06,0.0
9.6,2,167.49,0.0
4.8,6,245.94,0.02174213333
4.27,2,15.62,0.0
6.57,2,39.14,0.0
4.33,2,96.98,0.0
2.7,2,201.17,0.0813064
5.7,3,77.12,0.0
5.93,2,29.48,0.0
6.9,3,167.97,0.043483
0.1,2,25.98,0.0
2.73,2,58.97,0.15902665
6.4,2,289.98,0.0
2.67,3,399.97,0.0719017
4.23,2,43.53,0.0
12.73,3,365.2,0.0
6.53,3,424.96,0.0
7.67,2,131.93,0.0
0.53,3,434.58,0.0
5.33,2,129.98,0.0357194
0.2,3,96.35,0.0
2.97,2,309.9,0.0
3.7,2,259.98,0.08744455
6.23,2,219.98,0.0
10.17,2,234.97,0.0652245
4.9,2,44.48,0.0
13.03,2,59.44,0.0
7.53,2,50.67,0.0454683
6.0,2,126.29,0.0
3.37,2,259.98,0.0
3.6,2,147.4,0.0
5.73,6,188.04,0.0
4.87,2,79.98,0.0
10.6,2,22.14,0.0
4.63,2,119.99,0.0
7.4,3,379.84,0.013572166669999998
4.27,5,723.94,0.05073462
6.17,2,71.98,0.0
3.67,2,94.98,0.0
4.17,3,123.96,0.026672
3.9,3,402.68,0.0
3.4,2,259.98,0.0
0.37,2,43.48,0.0
12.57,2,264.52,0.0
8.8,2,217.97,0.0947239
1.13,2,29.98,0.0
13.03,3,41.97,0.0
6.23,2,323.97,0.0
7.27,2,49.98,0.0
9.6,2,63.98,0.04546745
3.77,2,25.8,0.0
11.6,2,27.98,0.0
5.67,2,287.96,0.0
5.7,4,139.24,0.0
12.27,2,47.98,0.0238194
1.1,2,55.97,0.0
1.3,2,159.98,0.0
6.77,2,290.97,0.03105975
5.6,2,282.96,0.0
5.77,2,32.98,0.5
14.67,2,60.59,0.0
14.53,2,29.98,0.0
6.17,2,110.25,0.0212179
3.73,2,279.98,0.0
1.03,4,68.97,0.0
16.5,2,100.78,0.0
6.83,2,31.98,0.0
11.67,2,71.44,0.0
9.83,3,201.6,0.0
5.47,2,259.97,0.0
16.87,2,59.98,0.0
12.47,2,184.56,0.0
5.53,2,261.88,0.0
6.37,2,47.98,0.1304821
12.63,2,99.89,0.09091735
10.57,3,284.5,0.0158694
6.53,2,247.98,0.0
2.37,2,85.26,0.0
5.3,2,321.96,0.0419041
2.6,4,117.95,0.087575925
0.7,2,99.98,0.0
6.37,2,19.98,0.2059631
15.97,2,108.3,0.0
1.73,2,39.28,0.0
5.0,3,104.97,0.0
4.17,2,166.81,0.0838472
10.33,2,58.51,0.0
5.23,2,307.77,0.0
5.7,2,313.97,0.0
1.9,2,75.98,0.0
1.47,3,159.96,0.0
7.67,2,29.96,0.0
3.83,2,120.59,0.0
4.73,3,399.97,0.0
14.07,2,24.49,0.0
15.73,2,55.02,0.0
4.23,2,39.98,0.0
1.83,2,89.98,0.0
1.77,2,40.98,0.3843928
1.87,2,42.98,0.16670635
8.13,2,264.78,0.0
6.4,4,231.94,0.0
9.6,2,102.85,0.0
4.83,4,245.98,0.0
1.2,4,62.17,0.0
3.87,2,62.98,0.04546705
3.4,4,473.95,0.03240966667
0.33,2,76.98,0.0
5.07,3,334.93,0.0
4.27,4,466.25,0.0
13.4,2,464.36,0.02474705
1.0,2,53.33,0.0
9.63,2,133.98,0.0
0.57,2,99.98,0.0
7.57,2,287.98,0.0
2.93,2,249.98,0.0
3.67,2,111.98,0.0
16.4,2,39.82,0.0
0.03,4,140.95,0.0
2.67,2,66.98,0.2252914
1.6,2,40.87,0.0
16.43,2,19.98,0.0238322
0.33,2,419.98,0.0
16.6,2,30.97,0.0
0.97,2,42.94,0.0455312
5.63,2,93.76,0.0
11.37,2,41.94,0.0
4.17,2,419.98,0.02381065
2.97,2,143.8,0.02130495
15.2,2,39.62,0.0
6.3,2,41.95,0.0
12.6,2,666.51,0.00087655
2.47,7,340.93,0.0
8.33,2,319.9,0.0
4.23,3,416.96,0.0
9.47,2,127.49,0.1029879
14.83,2,42.74,0.0
6.17,2,313.97,0.0
9.2,2,257.99,0.0
6.2,2,449.97,0.0384639
0.2,2,71.98,0.0
5.57,2,233.97,0.05744265
2.67,2,49.98,0.0
10.6,2,124.97,0.13180815
5.07,2,279.97,0.02531965
8.77,2,170.64,0.0
0.77,2,43.99,0.0
6.77,2,279.98,0.0
8.1,2,35.98,0.0
2.3,2,259.0,0.07122045
2.7,2,52.8,0.0
2.5,2,19.89,0.0
0.27,2,30.22,0.0
4.57,2,66.98,0.0
13.8,2,77.98,0.0
10.47,2,88.64,0.0
13.0,2,55.96,0.0454841
5.87,4,331.76,0.16667715
0.07,2,93.96,0.0
7.07,2,24.79,0.0
7.53,3,215.19,0.0
15.53,2,212.86,0.0
0.83,2,122.98,0.0
11.8,2,97.09,0.0
3.7,5,758.93,0.0
11.73,2,58.03,0.0
1.57,4,146.93,0.0
6.7,2,55.11,0.0
